payment_id,amount_inr,payment_method,card_network,is_promo_applied,account_age_days,past_order_count,past_refund_ratio,orders_in_last_30mins,device_account_count,ip_to_delivery_dist_km,is_payment_fraud,is_refund_abuse,is_high_risk
pay_Zom5270103,252,upi,none,0,38,3,0.157,0,1,2.76,0,0,0
pay_Zom9005101,2059,card,visa,0,108,4,0.002,0,1,0.47,0,0,0
pay_Zom4900918,252,upi,none,0,167,24,0.023,0,1,0.15,0,0,0
pay_Zom2406225,252,upi,none,0,38,1,0.014,0,1,0.14,0,0,0
pay_Zom5752426,252,upi,none,1,245,33,0.054,0,1,10.5,0,0,0
pay_Zom7855954,2059,card,visa,0,13,1,0.018,1,1,0.16,0,0,0
pay_Zom5325249,252,upi,none,0,27,2,0.042,2,2,3.23,0,0,0
pay_Zom4171246,252,upi,none,0,422,49,0.066,0,2,0.21,0,0,0
pay_Zom1091762,252,netbanking,none,0,17,2,0.35,1,1,4.39,0,1,1
pay_Zom1119354,252,upi,none,0,262,44,0.002,2,1,2.35,0,0,0
pay_Zom9766777,252,upi,none,0,146,9,0.105,0,1,0.82,0,0,0
pay_Zom2976835,252,card,amex,1,9,1,0.1,0,1,3.24,0,1,1
pay_Zom9720156,252,upi,none,0,79,13,0.05,0,1,1.42,0,0,0
pay_Zom1120696,3360,card,rupay,0,87,13,0.111,1,1,0.58,0,0,0
pay_Zom7291957,2059,upi,none,0,322,51,0.185,0,1,4.71,0,0,0
pay_Zom4446353,252,upi,none,0,65,8,0.044,1,1,1.68,0,0,0
pay_Zom6299951,3360,netbanking,none,0,71,1,0.244,0,1,2.22,0,0,0
pay_Zom7859282,252,upi,none,1,14,1,0.089,0,1,0.14,0,0,0
pay_Zom7077878,2059,card,amex,0,122,17,0.006,0,1,2.9,0,0,0
pay_Zom2788169,2059,upi,none,0,28,4,0.078,0,2,2.52,0,0,0
pay_Zom3596753,252,upi,none,0,9,1,0.645,0,1,4.83,0,1,1
pay_Zom8148295,252,card,mastercard,1,693,101,0.109,0,1,2.28,0,0,0
pay_Zom5255251,252,upi,none,0,37,4,0.17,0,1,6.5,0,0,0
pay_Zom5383935,252,upi,none,0,18,1,0.004,0,1,1.5,0,0,0
pay_Zom9994347,2059,upi,none,0,144,6,0.038,1,1,4.81,0,0,0
pay_Zom8106183,252,upi,none,1,206,28,0.016,1,1,0.97,0,0,0
pay_Zom7134489,252,card,mastercard,0,7,0,0.053,0,1,6.96,0,0,0
pay_Zom5623138,252,card,rupay,0,13,0,0.309,0,1,1.52,0,1,1
pay_Zom7668174,252,card,rupay,1,11,1,0.079,0,1,4.67,0,0,0
pay_Zom4417412,252,card,rupay,0,5,0,0.006,1,1,5.71,0,0,0
pay_Zom7932818,252,upi,none,0,129,14,0.008,0,1,0.63,0,0,0
pay_Zom9094465,2059,upi,none,0,106,17,0.15,0,1,5.65,0,0,0
pay_Zom3998417,252,card,amex,1,130,6,0.219,0,1,1.2,0,0,0
pay_Zom7211142,252,upi,none,0,84,5,0.397,0,1,3.17,0,1,1
pay_Zom9116148,2059,upi,none,0,204,24,0.028,0,1,2.58,0,0,0
pay_Zom5257682,252,netbanking,none,1,94,14,0.02,0,1,3.08,0,0,0
pay_Zom6144785,2059,upi,none,0,301,31,0.013,0,1,5.44,0,0,0
pay_Zom6777340,2059,upi,none,0,79,1,0.108,0,1,6.23,0,0,0
pay_Zom7679508,252,upi,none,1,187,23,0.028,0,1,1.01,0,0,0
pay_Zom3316405,252,card,rupay,0,62,9,0.032,0,1,0.73,0,0,0
pay_Zom2997927,252,upi,none,0,68,4,0.058,0,1,0.31,0,0,0
pay_Zom4854922,252,upi,none,0,226,6,0.126,1,1,4.28,0,0,0
pay_Zom8492618,252,netbanking,none,0,13,1,0.034,0,1,2.26,0,0,0
pay_Zom3714471,252,card,rupay,1,99,2,0.147,1,1,0.57,0,0,0
pay_Zom2682396,252,card,amex,0,155,13,0.003,0,1,2.31,0,0,0
pay_Zom4598010,252,upi,none,0,166,3,0.2,0,1,14.6,0,0,0
pay_Zom9528589,2059,upi,none,1,107,5,0.038,0,1,2.86,0,0,0
pay_Zom7720296,252,upi,none,0,71,5,0.117,0,1,7.2,0,0,0
pay_Zom6678044,252,upi,none,0,36,1,0.14,0,1,0.32,0,0,0
pay_Zom1873301,252,upi,none,0,288,11,0.151,0,1,8.13,0,0,0
pay_Zom3696736,2059,upi,none,0,55,8,0.092,0,6,2.86,0,0,0
pay_Zom7528076,252,upi,none,0,192,5,0.116,0,1,2.72,0,0,0
pay_Zom1088762,2059,card,mastercard,0,3,0,0.08,0,1,0.52,0,0,0
pay_Zom2528212,252,card,mastercard,0,31,4,0.002,0,1,2.14,0,0,0
pay_Zom3438206,2059,upi,none,0,50,2,0.055,0,1,2.32,0,1,1
pay_Zom8913286,252,upi,none,0,133,6,0.008,0,1,0.53,0,0,0
pay_Zom8304421,252,upi,none,0,46,5,0.077,0,2,1.43,0,0,0
pay_Zom2478755,252,upi,none,0,5,0,0.059,1,1,7.39,0,0,0
pay_Zom2075091,252,upi,none,0,22,2,0.176,0,1,0.12,0,0,0
pay_Zom5413951,252,upi,none,0,35,5,0.093,0,1,2.6,0,0,0
pay_Zom4720687,252,card,visa,0,23,0,0.092,0,1,5.33,0,0,0
pay_Zom7221581,2059,card,mastercard,0,27,3,0.157,0,1,12.02,0,0,0
pay_Zom2342843,3360,upi,none,0,175,29,0.042,0,1,3.76,0,0,0
pay_Zom1633429,252,card,rupay,0,63,1,0.028,0,1,0.14,0,0,0
pay_Zom7447920,252,card,mastercard,0,62,1,0.056,0,1,4.44,0,1,1
pay_Zom7721705,252,card,amex,0,407,44,0.014,0,1,4.57,0,0,0
pay_Zom9741022,2059,upi,none,1,71,12,0.106,0,1,2.7,0,0,0
pay_Zom5806156,252,upi,none,1,315,17,0.309,0,1,1.66,0,1,1
pay_Zom1964069,3360,card,mastercard,0,42,3,0.129,0,1,2.03,0,0,0
pay_Zom3940561,252,upi,none,0,61,2,0.09,0,1,10.16,0,0,0
pay_Zom9294125,252,card,mastercard,0,60,4,0.133,0,1,7.64,0,0,0
pay_Zom8364728,2059,netbanking,none,1,94,2,0.149,0,1,1.17,0,0,0
pay_Zom1179690,2059,card,visa,1,105,8,0.02,0,2,0.27,0,1,1
pay_Zom4384085,252,upi,none,0,34,3,0.21,1,1,4.78,0,0,0
pay_Zom9693169,252,upi,none,1,189,33,0.106,1,2,2.66,0,1,1
pay_Zom5798393,3360,card,visa,0,82,12,0.061,0,1,3.58,0,0,0
pay_Zom4267304,252,netbanking,none,0,0,0,0.046,0,1,10.08,0,0,0
pay_Zom1563871,2059,upi,none,1,107,6,0.257,0,1,10.02,0,1,1
pay_Zom9565571,252,card,rupay,0,191,6,0.115,0,1,6.21,0,0,0
pay_Zom9653916,2059,card,amex,1,34,3,0.179,1,2,1.08,0,1,1
pay_Zom4886793,2059,upi,none,0,4,0,0.201,0,1,5.66,0,0,0
pay_Zom3843451,252,card,rupay,0,197,20,0.169,0,1,6.57,0,0,0
pay_Zom1605005,2059,upi,none,0,448,16,0.036,1,1,0.0,0,0,0
pay_Zom7035435,252,upi,none,0,9,0,0.454,0,1,1.84,0,1,1
pay_Zom5014060,252,upi,none,0,333,14,0.453,0,1,1.31,0,1,1
pay_Zom1004819,252,card,amex,0,53,4,0.143,0,2,6.5,0,1,1
pay_Zom3641484,252,card,amex,0,340,10,0.148,0,1,0.4,0,1,1
pay_Zom2456980,2059,upi,none,0,125,19,0.049,0,1,3.41,0,0,0
pay_Zom5629452,252,card,visa,1,265,5,0.087,0,1,2.49,0,0,0
pay_Zom7701385,252,card,mastercard,0,184,31,0.02,0,1,9.07,0,0,0
pay_Zom6924499,252,card,mastercard,0,3,0,0.11,1,1,2.25,0,0,0
pay_Zom7629401,252,upi,none,0,8,1,0.015,0,2,0.28,0,0,0
pay_Zom7802338,252,upi,none,0,89,15,0.024,0,1,7.7,0,0,0
pay_Zom4360650,2059,upi,none,0,16,0,0.112,0,1,3.22,0,0,0
pay_Zom9686281,3360,card,visa,0,74,9,0.001,0,1,3.86,0,0,0
pay_Zom1257807,2059,upi,none,0,371,57,0.393,0,1,4.46,0,1,1
pay_Zom2151205,252,netbanking,none,0,41,1,0.15,0,1,6.16,0,0,0
pay_Zom2512732,252,card,rupay,0,80,9,0.215,0,1,4.7,0,0,0
pay_Zom5773013,252,card,mastercard,1,58,4,0.039,0,1,1.04,0,0,0
pay_Zom6840069,252,card,rupay,0,119,10,0.132,0,1,11.1,0,0,0
pay_Zom6829664,252,upi,none,1,25,4,0.278,0,3,0.55,1,1,1
pay_Zom5639031,252,card,mastercard,0,36,3,0.022,0,1,1.87,0,0,0
pay_Zom4796608,252,upi,none,0,234,8,0.073,0,2,2.66,0,0,0
pay_Zom4263591,3360,card,rupay,0,200,33,0.095,0,2,0.19,0,0,0
pay_Zom8629590,252,card,amex,1,186,9,0.081,0,1,0.47,0,1,1
pay_Zom7777264,252,card,amex,0,176,28,0.06,0,2,0.73,0,0,0
pay_Zom1078038,252,card,mastercard,0,73,12,0.283,0,1,7.15,0,1,1
pay_Zom5380657,252,upi,none,0,156,25,0.003,0,1,3.22,0,0,0
pay_Zom3936596,2059,upi,none,0,58,7,0.164,0,1,0.37,0,0,0
pay_Zom7830585,252,card,rupay,1,12,1,0.089,0,1,4.62,0,1,1
pay_Zom9493265,252,upi,none,1,59,7,0.043,0,1,2.13,0,0,0
pay_Zom2786185,252,upi,none,1,20,1,0.127,0,1,0.61,0,0,0
pay_Zom2214435,252,upi,none,0,59,3,0.076,0,2,2.89,0,0,0
pay_Zom9441777,252,upi,none,1,42,2,0.112,0,1,1.7,0,0,0
pay_Zom5936726,2059,upi,none,0,109,14,0.148,0,3,3.66,0,0,0
pay_Zom6703681,2059,card,rupay,0,53,6,0.076,0,6,13.75,0,0,0
pay_Zom2963085,2059,upi,none,1,146,16,0.094,0,1,4.55,0,0,0
pay_Zom9611521,252,upi,none,0,86,10,0.187,0,1,2.51,0,0,0
pay_Zom5323377,2059,netbanking,none,0,302,43,0.223,0,3,3.32,1,1,1
pay_Zom5196677,252,upi,none,0,11,1,0.328,0,1,5.2,0,1,1
pay_Zom8428425,252,upi,none,0,139,5,0.045,0,1,0.91,0,0,0
pay_Zom7326357,2059,card,amex,0,133,10,0.096,1,1,0.51,0,0,0
pay_Zom9113963,252,card,rupay,0,361,22,0.018,0,1,3.0,0,0,0
pay_Zom5081447,252,upi,none,1,55,5,0.1,0,1,4.79,0,0,0
pay_Zom6698561,2059,netbanking,none,1,43,1,0.103,0,1,1.92,0,0,0
pay_Zom8698199,252,netbanking,none,1,22,3,0.094,0,1,0.75,0,0,0
pay_Zom8729606,252,upi,none,0,36,1,0.05,0,1,3.56,0,0,0
pay_Zom1458868,252,upi,none,1,83,5,0.026,2,1,3.95,0,0,0
pay_Zom9086117,2059,card,visa,1,218,31,0.159,0,1,5.44,0,0,0
pay_Zom2950658,3360,upi,none,0,40,1,0.001,0,1,3.09,0,0,0
pay_Zom5325497,2059,upi,none,0,20,2,0.039,0,1,1.59,0,0,0
pay_Zom2133372,252,card,rupay,0,38,6,0.099,0,2,0.87,0,0,0
pay_Zom7420191,252,upi,none,0,12,1,0.127,0,1,0.15,0,0,0
pay_Zom4697401,252,upi,none,0,313,41,0.094,0,1,1.79,0,0,0
pay_Zom4857587,252,upi,none,0,247,36,0.006,1,2,5.15,0,0,0
pay_Zom6297082,252,card,amex,0,44,2,0.03,0,1,4.89,0,0,0
pay_Zom7919359,252,upi,none,0,34,3,0.064,1,2,9.97,0,0,0
pay_Zom6923972,252,upi,none,0,282,19,0.03,0,1,0.06,0,0,0
pay_Zom9665502,3360,upi,none,1,0,0,0.072,0,1,0.68,1,0,1
pay_Zom9986747,252,upi,none,1,110,5,0.061,1,1,3.79,0,0,0
pay_Zom1163128,252,netbanking,none,0,297,33,0.077,0,1,2.73,0,0,0
pay_Zom5418274,252,netbanking,none,0,85,12,0.231,0,6,4.43,0,1,1
pay_Zom5165071,3360,upi,none,0,0,0,0.103,0,1,1.72,1,0,1
pay_Zom5819919,2059,card,visa,0,29,2,0.007,0,1,1.52,0,0,0
pay_Zom2560439,2059,card,visa,0,306,24,0.103,0,1,4.2,0,0,0
pay_Zom7692945,3360,card,rupay,1,2,0,0.041,0,1,1.84,0,1,1
pay_Zom6737688,252,upi,none,0,60,8,0.156,0,1,1.05,0,0,0
pay_Zom2275551,252,upi,none,1,187,11,0.16,0,1,1.26,0,0,0
pay_Zom3994493,252,card,amex,1,218,14,0.078,0,1,0.87,0,0,0
pay_Zom8995273,252,upi,none,0,77,8,0.026,0,1,0.04,0,0,0
pay_Zom6265911,252,upi,none,0,31,2,0.08,0,1,4.12,0,0,0
pay_Zom6931382,252,upi,none,0,109,14,0.038,1,1,4.65,0,0,0
pay_Zom4666931,3360,netbanking,none,0,36,3,0.163,0,1,5.49,0,0,0
pay_Zom5514342,3360,upi,none,0,35,1,0.006,0,1,0.69,0,0,0
pay_Zom4066614,2059,upi,none,1,197,9,0.153,0,1,8.59,0,0,0
pay_Zom4190481,2059,upi,none,1,20,3,0.158,0,1,1.41,0,0,0
pay_Zom9371819,2059,card,amex,1,0,0,0.184,1,1,7.87,0,0,0
pay_Zom4349848,252,upi,none,0,49,1,0.138,0,1,1.11,0,0,0
pay_Zom4940319,252,upi,none,0,81,11,0.041,0,1,0.15,0,0,0
pay_Zom5061034,2059,upi,none,0,146,18,0.061,0,1,2.56,0,0,0
pay_Zom5452763,2059,upi,none,0,182,21,0.008,0,1,2.64,0,0,0
pay_Zom4469169,252,upi,none,0,130,13,0.137,1,1,8.09,0,0,0
pay_Zom4845464,3360,upi,none,0,118,20,0.243,0,1,3.88,0,0,0
pay_Zom4401858,252,card,amex,0,131,5,0.062,1,1,6.13,0,0,0
pay_Zom5189194,252,upi,none,1,38,3,0.157,0,1,6.71,0,0,0
pay_Zom6973148,2059,card,visa,1,57,6,0.003,0,1,2.34,0,0,0
pay_Zom3617171,252,upi,none,0,114,2,0.025,0,2,8.36,0,0,0
pay_Zom2789949,252,upi,none,1,8,0,0.258,0,1,4.5,0,0,0
pay_Zom3011227,252,upi,none,0,42,6,0.006,0,2,0.41,0,1,1
pay_Zom2316802,2059,upi,none,0,62,5,0.349,0,1,1.0,0,1,1
pay_Zom9265544,252,upi,none,1,91,14,0.29,0,1,0.38,0,1,1
pay_Zom1111126,2059,upi,none,0,79,9,0.151,0,1,3.07,0,0,0
pay_Zom1709057,252,card,amex,1,151,21,0.193,0,2,0.88,0,1,1
pay_Zom9091518,252,upi,none,0,76,11,0.501,0,1,9.98,0,1,1
pay_Zom7227644,3360,upi,none,1,281,36,0.018,0,1,7.83,0,0,0
pay_Zom6291817,252,upi,none,1,57,7,0.136,0,2,5.55,0,0,0
pay_Zom9260100,3360,upi,none,0,89,11,0.179,0,1,7.35,0,0,0
pay_Zom5609255,252,upi,none,0,0,0,0.204,0,1,6.47,0,0,0
pay_Zom9234347,3360,upi,none,0,44,4,0.084,0,1,0.67,0,0,0
pay_Zom4068080,252,upi,none,0,241,12,0.059,0,1,0.33,0,0,0
pay_Zom9575399,252,upi,none,0,48,7,0.007,1,1,4.19,0,0,0
pay_Zom5702093,252,upi,none,1,35,2,0.204,0,1,1.47,0,0,0
pay_Zom7675310,252,upi,none,0,94,9,0.053,0,1,3.44,0,0,0
pay_Zom4726098,2059,upi,none,1,9,0,0.113,0,1,3.52,0,0,0
pay_Zom3151610,252,upi,none,1,91,11,0.016,0,1,6.83,0,0,0
pay_Zom1908455,252,upi,none,0,43,7,0.074,0,1,0.62,0,0,0
pay_Zom9820377,252,upi,none,0,57,8,0.073,0,1,7.57,0,0,0
pay_Zom8099712,252,upi,none,0,188,22,0.018,0,1,1.37,0,0,0
pay_Zom9024879,2059,upi,none,0,130,14,0.026,0,1,7.75,0,0,0
pay_Zom1546310,252,upi,none,0,70,6,0.054,0,1,0.8,0,0,0
pay_Zom9430135,2059,upi,none,0,103,5,0.101,0,1,0.61,0,0,0
pay_Zom6826541,2059,upi,none,0,174,13,0.068,0,1,3.35,0,0,0
pay_Zom7605473,2059,upi,none,0,164,13,0.059,0,3,8.2,0,0,0
pay_Zom3932663,252,upi,none,1,24,4,0.007,0,2,2.33,0,1,1
pay_Zom8670476,2059,card,visa,1,42,3,0.178,0,1,0.3,0,0,0
pay_Zom3019442,3360,card,visa,0,51,5,0.451,0,1,7.15,1,1,1
pay_Zom9694039,2059,upi,none,0,24,4,0.017,1,1,2.41,0,0,0
pay_Zom8718703,252,card,mastercard,1,1,0,0.109,0,1,2.46,0,1,1
pay_Zom6295749,2059,upi,none,1,22,1,0.07,1,1,0.85,0,0,0
pay_Zom1141240,2059,upi,none,0,198,16,0.201,1,1,0.77,0,0,0
pay_Zom1198306,2059,netbanking,none,0,94,7,0.079,0,1,3.29,0,0,0
pay_Zom4535838,252,card,rupay,0,50,6,0.197,0,1,1.97,0,0,0
pay_Zom7365745,252,netbanking,none,0,112,7,0.18,0,1,0.56,0,1,1
pay_Zom2690268,2059,upi,none,0,161,22,0.009,0,1,13.24,0,0,0
pay_Zom6459913,252,upi,none,0,52,8,0.015,0,1,0.17,0,0,0
pay_Zom7066680,2059,upi,none,0,75,5,0.002,0,1,0.16,0,0,0
pay_Zom5357055,252,upi,none,0,7,0,0.193,0,1,13.46,0,0,0
pay_Zom4139896,252,upi,none,0,109,13,0.08,1,1,0.88,0,0,0
pay_Zom5409875,252,card,amex,0,52,4,0.061,0,1,0.05,0,0,0
pay_Zom4978534,252,upi,none,1,68,7,0.094,0,3,1.77,0,1,1
pay_Zom5519920,3360,upi,none,0,65,7,0.071,0,1,0.86,0,0,0
pay_Zom8907862,2059,upi,none,1,120,10,0.007,0,1,5.74,0,0,0
pay_Zom6756203,2059,upi,none,0,101,16,0.049,0,2,1.02,0,0,0
pay_Zom7139188,252,upi,none,0,65,5,0.192,0,1,5.95,0,0,0
pay_Zom4085559,2059,netbanking,none,0,2,0,0.0,0,1,2.65,0,0,0
pay_Zom9367972,2059,upi,none,0,116,18,0.003,0,1,5.72,0,0,0
pay_Zom8112581,252,upi,none,0,254,10,0.076,0,1,3.33,0,0,0
pay_Zom4532148,252,card,visa,0,176,7,0.063,0,1,4.93,0,0,0
pay_Zom8031212,2059,netbanking,none,1,479,81,0.016,0,1,2.15,0,0,0
pay_Zom7246319,2059,card,rupay,1,17,0,0.213,0,1,1.91,0,0,0
pay_Zom7124992,3360,card,visa,0,30,1,0.139,1,1,2.12,0,0,0
pay_Zom7720828,252,upi,none,1,92,9,0.032,0,1,4.76,0,0,0
pay_Zom5691405,2059,netbanking,none,0,32,0,0.016,0,1,2.04,0,0,0
pay_Zom8561977,252,upi,none,0,4,0,0.159,0,1,1.21,0,0,0
pay_Zom4018040,252,card,rupay,0,61,5,0.008,0,2,5.82,0,0,0
pay_Zom3200150,252,card,visa,0,40,4,0.031,0,1,1.88,0,0,0
pay_Zom4834713,252,upi,none,0,36,2,0.132,0,1,2.07,0,0,0
pay_Zom2675536,252,upi,none,0,367,60,0.181,1,1,0.3,0,0,0
pay_Zom5528994,252,upi,none,0,32,2,0.173,0,1,1.6,0,0,0
pay_Zom4956154,2059,card,amex,0,16,1,0.161,0,1,6.05,0,0,0
pay_Zom8251427,2059,upi,none,0,16,2,0.12,0,1,3.86,0,0,0
pay_Zom7390162,252,card,mastercard,0,196,16,0.262,0,1,0.49,0,0,0
pay_Zom4289394,3360,upi,none,0,150,6,0.112,1,1,2.22,0,0,0
pay_Zom3446851,252,upi,none,0,16,0,0.109,0,1,9.09,0,0,0
pay_Zom3509000,252,card,mastercard,1,29,5,0.431,0,2,0.92,0,1,1
pay_Zom8935405,2059,upi,none,0,165,23,0.015,0,1,6.1,0,0,0
pay_Zom1163448,252,upi,none,0,38,6,0.011,0,1,2.91,0,0,0
pay_Zom3962978,252,upi,none,0,479,63,0.108,1,1,1.54,0,0,0
pay_Zom8071943,252,card,mastercard,1,93,6,0.221,0,1,12.46,0,0,0
pay_Zom9381860,252,netbanking,none,0,25,0,0.081,0,2,4.47,0,0,0
pay_Zom3256060,2059,netbanking,none,0,234,39,0.041,0,1,1.34,0,0,0
pay_Zom9673937,252,card,visa,0,46,4,0.226,0,1,0.76,0,0,0
pay_Zom9958741,252,upi,none,1,40,3,0.069,0,2,7.37,0,1,1
pay_Zom6297024,252,upi,none,0,47,5,0.105,0,1,3.13,0,0,0
pay_Zom9164132,2059,upi,none,0,175,6,0.062,0,3,0.13,1,1,1
pay_Zom6033738,252,upi,none,0,22,1,0.107,0,1,1.95,0,0,0
pay_Zom5210645,2059,upi,none,0,57,6,0.103,0,2,2.05,0,0,0
pay_Zom1800429,252,upi,none,0,3,0,0.243,1,1,5.23,0,0,0
pay_Zom7684074,252,upi,none,1,210,8,0.017,0,6,0.95,1,1,1
pay_Zom2660521,252,upi,none,0,49,4,0.077,0,1,2.14,0,0,0
pay_Zom3740422,252,card,rupay,0,34,4,0.026,0,1,0.29,0,0,0
pay_Zom2007243,252,netbanking,none,0,104,5,0.005,1,1,0.46,0,0,0
pay_Zom4614941,252,upi,none,0,146,3,0.121,1,2,5.53,0,0,0
pay_Zom5266272,3360,card,amex,0,201,34,0.021,1,1,2.6,0,0,0
pay_Zom8995004,252,card,amex,0,51,1,0.058,1,1,1.71,0,0,0
pay_Zom2615677,2059,upi,none,0,200,4,0.047,0,1,1.08,0,1,1
pay_Zom8547311,252,upi,none,0,75,5,0.035,0,2,11.6,0,1,1
pay_Zom6614605,252,upi,none,0,12,0,0.012,0,1,2.21,0,0,0
pay_Zom5358202,252,upi,none,1,224,25,0.002,0,2,2.9,0,1,1
pay_Zom7055937,3360,card,visa,0,95,15,0.12,0,1,14.56,0,0,0
pay_Zom7044941,252,netbanking,none,1,110,10,0.189,0,3,4.89,0,1,1
pay_Zom5323737,252,netbanking,none,0,332,47,0.11,0,1,1.66,0,0,0
pay_Zom6773715,252,upi,none,0,98,16,0.161,0,1,2.85,0,0,0
pay_Zom1332781,252,netbanking,none,0,0,0,0.201,0,1,1.76,0,0,0
pay_Zom7908201,252,upi,none,0,245,24,0.216,0,1,2.82,0,0,0
pay_Zom3034027,252,card,mastercard,0,40,4,0.012,0,1,3.64,0,0,0
pay_Zom6890320,252,upi,none,1,83,6,0.152,0,1,12.96,0,0,0
pay_Zom4337963,252,upi,none,1,27,3,0.001,0,1,4.6,0,0,0
pay_Zom3928275,2059,upi,none,0,42,5,0.051,0,1,4.18,0,0,0
pay_Zom5774942,252,card,visa,1,139,12,0.029,0,1,0.36,0,0,0
pay_Zom6957741,252,upi,none,0,67,2,0.4,0,2,1.35,0,1,1
pay_Zom6454109,252,upi,none,1,118,2,0.006,0,1,1.15,0,0,0
pay_Zom9563838,2059,netbanking,none,0,208,16,0.235,0,1,0.37,0,0,0
pay_Zom9178787,252,netbanking,none,1,50,1,0.112,0,1,7.19,0,0,0
pay_Zom8498243,252,upi,none,0,100,14,0.077,0,1,5.87,0,0,0
pay_Zom2315459,252,card,rupay,1,180,13,0.23,0,2,5.47,0,0,0
pay_Zom7393310,252,upi,none,0,150,18,0.028,0,2,0.68,0,1,1
pay_Zom5807067,252,upi,none,0,93,7,0.241,1,2,3.2,0,0,0
pay_Zom8780468,2059,upi,none,0,58,8,0.135,0,1,2.62,0,1,1
pay_Zom3430151,2059,upi,none,1,62,10,0.025,0,1,3.32,0,0,0
pay_Zom3811450,2059,upi,none,0,68,10,0.031,0,1,5.42,0,0,0
pay_Zom6660436,252,upi,none,0,51,4,0.048,0,2,0.35,0,0,0
pay_Zom8076906,252,upi,none,0,144,4,0.097,0,1,0.74,0,0,0
pay_Zom7790959,252,card,mastercard,1,16,1,0.233,0,1,1.16,0,0,0
pay_Zom2196955,252,card,visa,0,411,36,0.026,0,1,2.23,0,0,0
pay_Zom2327277,252,upi,none,0,181,31,0.109,0,1,3.08,0,0,0
pay_Zom3717900,2059,upi,none,1,42,4,0.024,0,1,1.27,0,0,0
pay_Zom6765079,252,upi,none,0,5,0,0.064,0,1,0.41,0,0,0
pay_Zom4828861,252,card,rupay,0,149,21,0.06,0,1,2.48,0,1,1
pay_Zom6259356,252,upi,none,0,159,17,0.163,0,1,0.21,1,0,1
pay_Zom6316334,252,upi,none,1,397,45,0.023,1,1,1.58,0,0,0
pay_Zom5888148,252,upi,none,0,35,2,0.009,0,2,0.16,0,0,0
pay_Zom5487442,2059,upi,none,0,10,0,0.17,2,1,0.86,0,0,0
pay_Zom7634639,252,upi,none,1,296,40,0.038,0,1,0.41,0,0,0
pay_Zom5550787,2059,netbanking,none,0,35,5,0.141,0,1,2.07,0,0,0
pay_Zom8464156,2059,card,mastercard,1,153,13,0.086,0,1,0.94,0,0,0
pay_Zom7092894,2059,upi,none,0,7,0,0.179,0,1,0.2,0,0,0
pay_Zom9739850,252,upi,none,0,171,11,0.017,0,1,1.24,0,0,0
pay_Zom8554590,252,card,amex,0,16,1,0.018,0,1,7.81,0,0,0
pay_Zom7945583,252,upi,none,0,142,7,0.024,0,2,6.47,0,0,0
pay_Zom3807132,2059,upi,none,0,91,12,0.044,1,1,7.5,0,0,0
pay_Zom4085098,252,card,rupay,0,373,36,0.068,0,1,1.74,0,0,0
pay_Zom1387572,2059,card,amex,1,4,0,0.126,0,1,7.39,0,1,1
pay_Zom3097821,252,upi,none,0,41,1,0.21,0,2,10.59,0,0,0
pay_Zom4936391,252,upi,none,1,8,0,0.348,0,1,11.1,0,1,1
pay_Zom5221936,252,netbanking,none,0,253,13,0.244,0,1,0.46,0,0,0
pay_Zom2343263,252,netbanking,none,0,108,8,0.128,1,1,6.07,0,0,0
pay_Zom4532803,252,card,rupay,1,91,7,0.042,0,2,1.44,0,0,0
pay_Zom3800292,2059,netbanking,none,0,16,1,0.087,0,1,2.09,0,0,0
pay_Zom7661319,2059,upi,none,1,80,4,0.233,0,1,3.73,0,0,0
pay_Zom2728209,2059,upi,none,0,61,9,0.011,0,1,4.96,0,0,0
pay_Zom2603125,2059,upi,none,0,45,3,0.099,0,2,8.05,0,0,0
pay_Zom2070258,2059,upi,none,0,177,20,0.337,0,1,11.08,0,0,0
pay_Zom8938740,252,upi,none,0,7,0,0.066,0,1,5.14,0,0,0
pay_Zom1903041,2059,upi,none,0,124,14,0.155,0,1,0.96,0,0,0
pay_Zom1442329,252,card,mastercard,1,207,22,0.12,0,6,2.49,0,0,0
pay_Zom7660764,252,card,visa,0,285,43,0.336,0,1,1.48,0,1,1
pay_Zom9790972,2059,upi,none,0,164,24,0.464,1,1,7.01,0,1,1
pay_Zom2396723,252,upi,none,1,39,3,0.122,1,3,2.39,0,1,1
pay_Zom2743629,252,upi,none,1,110,13,0.047,0,1,6.8,0,0,0
pay_Zom5403218,252,upi,none,0,18,0,0.03,0,1,12.81,0,0,0
pay_Zom3605071,252,card,visa,0,14,0,0.063,1,1,1.19,0,0,0
pay_Zom2414508,3360,upi,none,0,122,11,0.021,0,1,0.1,0,0,0
pay_Zom7540534,252,upi,none,0,228,37,0.066,0,1,0.84,0,0,0
pay_Zom6190378,252,upi,none,0,8,0,0.187,0,1,3.57,0,0,0
pay_Zom4847954,252,card,visa,1,13,1,0.242,1,1,5.8,0,0,0
pay_Zom5150624,252,card,visa,0,100,4,0.187,0,1,4.83,0,0,0
pay_Zom5767670,3360,card,rupay,0,29,2,0.122,1,1,5.69,0,0,0
pay_Zom8434998,252,upi,none,1,113,9,0.015,0,1,9.05,0,1,1
pay_Zom3120836,252,upi,none,0,28,4,0.156,1,1,0.89,0,0,0
pay_Zom3202464,2059,upi,none,1,14,0,0.012,0,1,0.18,0,0,0
pay_Zom9837269,3360,upi,none,0,94,9,0.155,1,1,1.39,0,0,0
